,﻿id,name,gender,yearOfBirth,gender_binary
564,11556,"Channer, Alice",Female,1977.0,1
565,90,"Chantrey, Sir Francis Legatt",Male,1781.0,0
566,888,"Chaplin, Bob",Male,1947.0,0
567,4335,"Chapman, Dinos",Male,1962.0,0
568,2614,"Chapman, Jake",Male,1966.0,0
569,889,"Chappell, William",Male,1907.0,0
570,890,"Charbonneau, Monique",Female,1928.0,1
571,91,"Charles, James",Male,1851.0,0
572,891,"Charlton, Alan",Male,1948.0,0
573,2390,"Charlton, Evan",Male,1904.0,0
574,892,"Charlton, George",Male,1899.0,0
575,893,"Charnay, Armand",Male,1844.0,0
576,894,"Charoux, Siegfried",Male,1896.0,0
577,2346,"Chase, William",Male,1878.0,0
578,2222,"Chatelain, Jean Baptiste Claude",Male,1710.0,0
579,11461,"Chaves, Raimond",Male,1963.0,0
580,895,"Cheese, Bernard",Male,1925.0,0
581,896,"Cheese, Chloe",Female,1952.0,1
582,7298,"Chen, Zhen",Male,1955.0,0
583,15351,"Chernysheva, Olga",Female,1962.0,1
584,94,"Chéron, Louis",Male,1660.0,0
585,897,"Cheston, Charles",Male,1882.0,0
586,898,"Cheston, Evelyn",Female,1875.0,1
587,12108,"Chetwynd, Spartacus",Female,1973.0,1
588,899,"Chia, Sandro",Male,1946.0,0
589,900,"Chighine, Alfredo",Male,1914.0,0
590,901,"Chillida, Eduardo",Male,1924.0,0
592,92,"Chinnery, George",Male,1774.0,0
593,3151,"Chodzko, Adam",Male,1965.0,0
594,14735,"Choucair, Saloua Raouda",Female,1916.0,1
595,903,"Chowne, Gerard",Male,1875.0,0
596,904,"Christie, John",Male,1945.0,0
597,905,Christo,Male,1935.0,0
598,907,"Churchill, Sir Winston",Male,1874.0,0
599,93,"Churchyard, Thomas",Male,1798.0,0
600,908,"Ciardi, Emma",Female,1879.0,1
601,12556,"Cidade, Marcelo",Male,1979.0,0
603,2485,"Cipriani, Giovanni Battista",Male,1727.0,0
604,4599,"City Racing (Matt Hale; Paul Noble, born 1963; John Burgess; Keith Coventry, born 1958; Peter Owen)",Male,1988.0,0
605,909,"Ciuha, Joze",Male,1924.0,0
606,95,"Clark, Joseph",Male,1834.0,0
607,910,"Clark, Judy",Female,1949.0,1
608,7714,"Clark, Lygia",Female,1920.0,1
609,914,"Clarke Hall, Lady Edna",Female,1879.0,1
610,911,"Clarke, Brian",Male,1953.0,0
611,912,"Clarke, Geoffrey",Male,1924.0,0
612,913,"Clarke, Graham",Male,1941.0,0
613,915,"Clatworthy, Robert",Male,1928.0,0
614,96,"Clausen, Sir George",Male,1852.0,0
615,916,"Clavé, Antoni",Male,1913.0,0
616,9805,"Claydon, Steven",Male,1969.0,0
617,10518,"Cleijne, Edgar",Male,1963.0,0
618,917,"Clemente, Francesco",Male,1952.0,0
619,918,"Clemente, Jack",Male,1926.0,0
620,2230,"Clennell, Luke",Male,1781.0,0
621,2261,"Cleyn, Francis",Male,1582.0,0
622,97,"Clint, Alfred",Male,1807.0,0
623,98,"Clint, George",Male,1770.0,0
624,919,"Clinton, Margery",Female,1931.0,1
625,920,"Close, Chuck",Male,1940.0,0
626,8659,"Closterman, John",Male,1660.0,0
627,921,"Clough, Prunella",Female,1919.0,1
628,15549,"Cluett, Shelagh",Female,1947.0,1
629,922,"Coates, George",Male,1869.0,0
630,923,"Cockram, George",Male,1861.0,0
631,924,"Cohen, Bernard",Male,1933.0,0
632,925,"Cohen, Harold",Male,1928.0,0
633,16113,"Cohen, Lynne",Female,1944.0,1
634,926,"Coker, Peter",Male,1926.0,0
635,927,"Coldstream, Sir William",Male,1908.0,0
636,2688,"Coldwell, Paul",Male,1952.0,0
637,99,"Cole, George Vicat",Male,1833.0,0
639,2375,"Coleman, James",Male,1941.0,0
640,928,"Colescott, Warrington",Male,1921.0,0
641,929,"Colla, Ettore",Male,1896.0,0
642,16339,"Collein, Edmund",Male,1906.0,0
643,2418,"Collet, John",Male,1725.0,0
644,12039,"Collier, Anne",Female,1970.0,1
645,100,"Collier, Edward",Male,1662.0,0
646,101,"Collier, The Hon. John",Male,1850.0,0
647,102,"Collier, Thomas",Male,1840.0,0
648,2486,"Collings, Samuel",Male,1784.0,0
649,930,"Collins, Cecil",Male,1908.0,0
650,103,"Collins, Charles",Male,1680.0,0
651,104,"Collins, Charles Allston",Male,1828.0,0
652,2405,"Collins, Elisabeth",Female,1904.0,1
653,2363,"Collins, Hannah",Female,1956.0,1
654,5468,"Collins, Phil",Male,1970.0,0
655,105,"Collins, William",Male,1788.0,0
656,2214,"Collinson, James",Male,1825.0,0
657,2588,"Collishaw, Mat",Male,1966.0,0
658,106,"Colman, Samuel",Male,1780.0,0
659,16205,"Colone, Adam de",Male,1572.0,0
660,931,"Colquhoun, Ithell",Female,1906.0,1
661,932,"Colquhoun, Robert",Male,1914.0,0
662,933,"Colton, William Robert",Male,1867.0,0
663,2270,"Colverson, Ian",Male,1940.0,0
664,13197,"Colvin, Calum",Male,1961.0,0
665,934,"Conder, Charles",Male,1868.0,0
666,935,"Connard, Philip",Male,1875.0,0
667,936,"Consagra, Pietro",Male,1920.0,0
668,16340,"Consemüller, Erich",Male,1902.0,0
669,107,"Constable, George",Male,1792.0,0
670,108,"Constable, John",Male,1776.0,0
671,109,"Constable, Lionel Bicknell",Male,1828.0,0
672,937,Constant,Male,1920.0,0
673,938,"Cook, Barrie",Male,1929.0,0
674,9357,"Cook, Richard",Male,1947.0,0
675,2487,"Cook, William, of Plymouth",Male,1877.0,0
676,110,"Cooke, Edward William",Male,1811.0,0
677,2603,"Cooke, Jean",Female,1927.0,1
678,6788,"Cooke, Nigel",Male,1973.0,0
679,111,"Cooper, Abraham",Male,1787.0,0
680,939,"Cooper, Austin",Male,1890.0,0
681,2563,"Cooper, George",Male,1792.0,0
682,940,"Cooper, Gerald",Male,1899.0,0
683,2419,"Cooper, Richard, Junior",Male,1740.0,0
684,3807,"Cooper, Samuel",Male,1609.0,0
685,4744,"Cooper, Thomas Joshua",Male,1946.0,0
686,112,"Cooper, Thomas Sidney",Male,1803.0,0
687,2353,"Coplans, John",Male,1920.0,0
688,113,"Copley, John Singleton",Male,1738.0,0
689,941,"Copley, William N.",Male,1919.0,0
690,15617,"Coppola, Horacio",Male,1906.0,0
691,114,"Corbet, Matthew Ridley",Male,1850.0,0
692,2488,"Corbould, Richard",Male,1757.0,0
693,2392,"Cordell, Magda",Female,1921.0,1
694,942,"Cordery, Don",Male,1942.0,0
695,943,"Corinth, Lovis",Male,1858.0,0
696,944,"Corker, Douglas",Male,1939.0,0
697,945,"Corneille, Guillaume",Male,1922.0,0
698,946,"Cornell, Joseph",Male,1903.0,0
699,2315,"Cosway, Richard",Male,1742.0,0
700,115,"Cotes, Francis",Male,1726.0,0
701,2710,"Cotman, John Joseph",Male,1814.0,0
702,116,"Cotman, John Sell",Male,1782.0,0
703,2489,"Cotman, Miles Edmund",Male,1810.0,0
704,947,"Cottingham, Robert",Male,1935.0,0
705,948,"Couderc, Gabriel",Male,1905.0,0
706,6245,"Coventry, Keith",Male,1958.0,0
707,949,"Cowie, James",Male,1886.0,0
708,950,"Cowper, Frank Cadogan",Male,1877.0,0
709,117,"Cox, David",Male,1783.0,0
710,951,"Cox, Stephen",Male,1946.0,0
711,952,"Coxon, Raymond",Male,1896.0,0
712,118,"Cozens, Alexander",Male,1717.0,0
713,119,"Cozens, John Robert",Male,1752.0,0
714,2291,"Cradock, Marmaduke",Male,1660.0,0
715,953,"Cragg, Tony",Male,1949.0,0
716,954,"Craig, Frank",Male,1874.0,0
717,955,"Craig-Martin, Michael",Male,1941.0,0
718,120,"Cranch, John",Male,1751.0,0
719,121,"Crane, Walter",Male,1845.0,0
720,956,"Crawford, Susan",Female,1941.0,1
721,957,"Crawhall, Joseph",Male,1861.0,0
722,958,"Craxton, John",Male,1922.0,0
723,959,"Cree, Janet",Female,1910.0,1
724,2760,"Creed, Martin",Male,1968.0,0
725,2262,"Creffield, Dennis",Male,1931.0,0
726,122,"Creswick, Thomas",Male,1811.0,0
727,960,"Crippa, Roberto",Male,1921.0,0
728,11952,"Crisp, Fiona",Female,1966.0,1
729,123,"Cristall, Joshua",Male,1767.0,0
730,961,"Critchlow, Keith",Male,1933.0,0
731,126,"Crome, John",Male,1768.0,0
732,125,"Crome, John Berney",Male,1794.0,0
733,2357,"Cross, Dorothy",Female,1956.0,1
734,2490,"Crotch, Dr William",Male,1775.0,0
735,962,"Crotti, Jean",Male,1878.0,0
736,2420,"Crowe, Eyre",Male,1824.0,0
737,17450,"Crozier, William",Male,1930.0,0
738,127,"Cruikshank, George",Male,1792.0,0
739,963,"Crutchfield, William",Male,1932.0,0
740,964,"Cruz-Diez, Carlos",Male,1923.0,0
741,13142,"Cruzvillegas, Abraham",Male,1968.0,0
742,2215,"Cucchi, Enzo",Male,1949.0,0
743,11699,"Cuevas, Minerva",Female,1975.0,1
744,2421,"Cuitt, George, Junior",Male,1779.0,0
745,965,"Cuixart, Modestos",Male,1925.0,0
746,12042,"Cullen, Martin",Male,1967.0,0
747,128,"Cumberland, George",Male,1754.0,0
748,966,"Cundall, Charles",Male,1890.0,0
749,967,"Cundell, Nora L.M.",Female,1889.0,1
750,8786,"Cunha, Alexandre da",Male,1969.0,0
751,11820,"Curlet, François",Male,1967.0,0
752,968,"Currie, John S.",Male,1884.0,0
753,7462,"Currie, Ken",Male,1960.0,0
754,2694,"Currin, John",Male,1962.0,0
755,2736,"Curtis, Layla",Female,1975.0,1
756,969,"Cutts, Simon",Male,1944.0,0
757,14581,"Cytter, Keren",Female,1977.0,1
759,14983,Dadamaino,Female,1935.0,1
760,129,"Dadd, Frank",Male,1851.0,0
761,130,"Dadd, Richard",Male,1817.0,0
762,970,"Daglish, Peter",Male,1930.0,0
763,2292,"Dahl, Michael",Male,1659.0,0
764,971,"Dalí, Salvador",Male,1904.0,0
765,131,"Dall, Nicholas Thomas",Male,1748.0,0
766,973,"Dalou, Jules",Male,1838.0,0
767,2422,"Dalton, Richard",Male,1715.0,0
768,4611,"Dalwood, Dexter",Male,1960.0,0
769,974,"Dalwood, Hubert",Male,1924.0,0
770,133,"Dalziel, Edward",Male,1817.0,0
771,132,"Dalziel, Edward Gurden",Male,1849.0,0
772,134,"Dalziel, Thomas",Male,1823.0,0
773,2553,"Damer, Anne Seymour",Female,1748.0,1
774,135,"Danby, Francis",Male,1793.0,0
775,2423,"Dance, George",Male,1741.0,0
776,136,"Dance-Holland, Sir Nathaniel",Male,1735.0,0
777,137,"Daniell, Thomas",Male,1749.0,0
778,138,"Daniell, William",Male,1769.0,0
779,975,"Daniels, Harvey",Male,1936.0,0
780,7349,"Daniëls, René",Male,1950.0,0
781,12114,"Dant, Adam",Male,1967.0,0
782,976,"Darboven, Hanne",Female,1941.0,1
783,2241,"D'Arcangelo, Allan",Male,1930.0,0
784,2267,"Davenport, Ian",Male,1966.0,0
785,2295,"Davey, Grenville",Male,1961.0,0
786,14881,"Davey, Moyra",Female,1958.0,1
787,978,"David, Allen",Male,1926.0,0
788,8314,"David, Enrico",Male,1966.0,0
789,13353,"Davidson, Bruce",Male,1933.0,0
790,979,"Davie, Alan",Male,1920.0,0
791,980,"Davies, John",Male,1946.0,0
792,2667,"Davies, Peter",Male,1970.0,0
793,2491,"Davis, Edward Thompson, of Worcester",Male,1833.0,0
794,981,"Davis, Gene",Male,1920.0,0
795,139,"Davis, Henry William Banks",Male,1833.0,0
796,140,"Davis, John Scarlett",Male,1804.0,0
797,2285,"Davis, Lady",Female,1866.0,1
798,982,"Davis, Ron",Male,1937.0,0
799,2381,"Davis, Stuart",Male,1894.0,0
800,141,"Davis, William",Male,1812.0,0
801,983,"Davison, Francis",Male,1919.0,0
802,142,"Dawe, George",Male,1781.0,0
803,984,"Daws, Lawrence",Male,1927.0,0
804,143,"Dayes, Edward",Male,1763.0,0
805,734,"De Belleroche, Count Albert",Male,1864.0,0
806,902,"De Chirico, Giorgio",Male,1888.0,0
807,985,"De Francia, Peter",Male,1921.0,0
808,2192,"De Glehn, Wilfred Gabriel",Male,1870.0,0
809,1219,"De Grey, Sir Roger",Male,1918.0,0
810,1385,"De Karlowska, Stanislawa",Female,1876.0,1
811,145,"De Loutherbourg, Philip James",Male,1740.0,0
812,1556,"De Maistre, Roy",Male,1894.0,0
813,2354,"De Monchaux, Cathy",Female,1960.0,1
814,1850,"De Rivera, José",Male,1904.0,0
815,148,"De Wint, Peter",Male,1784.0,0
816,2492,"Deacon, James",Male,1710.0,0
817,986,"Deacon, Richard",Male,1949.0,0
818,987,"Dean, Catherine",Female,1905.0,1
819,2675,"Dean, Tacita",Female,1965.0,1
820,2282,"Deeble, W.",Male,1819.0,0
821,988,"Degas, Edgar",Male,1834.0,0
822,989,"Dehn, Adolf",Male,1895.0,0
823,990,"Dekkers, Ad",Male,1938.0,0
824,14771,"Delahaye, Luc",Male,1962.0,0
825,144,"Delamotte, William Alfred",Male,1775.0,0
826,991,"DeLap, Tony",Male,1927.0,0
827,992,"Delaunay, Robert",Male,1885.0,0
828,993,"Delaunay, Sonia",Female,1885.0,1
829,3034,"Deller, Jeremy",Male,1966.0,0
830,994,"Delvaux, Paul",Male,1897.0,0
831,2641,"Demand, Thomas",Male,1964.0,0
832,995,"Demnig, Gunter",Male,1947.0,0
833,2493,"Denham, John Charles",Male,1796.0,0
834,5669,"Deni, Viktor",Male,1893.0,0
835,2598,"Denis, Dominic",Male,1963.0,0
836,2647,"Denner, Balthasar",Male,1685.0,0
837,2294,"Dennis, Jeffrey",Male,1958.0,0
838,997,"Denny, Robyn",Male,1930.0,0
839,2242,"Dentith, Henry",Male,1931.0,0
840,998,"Derain, André",Male,1880.0,0
841,146,"Des Granges, David",Male,1611.0,0
842,999,"Desnoyer, François",Male,1894.0,0
843,1000,"Despiau, Charles",Male,1874.0,0
844,1001,"Devas, Anthony",Male,1911.0,0
845,147,"Deverell, Walter Howell",Male,1827.0,0
846,2223,"Devis, Anthony",Male,1729.0,0
847,2799,"Devis, Arthur",Male,1711.0,0
848,2542,"Devoto, John",Male,1708.0,0
849,6327,"di Suvero, Mark",Male,1933.0,0
850,6218,"Diaz Morales, Sebastian",Male,1975.0,0
851,1002,"Dibbets, Jan",Male,1941.0,0
852,1003,"Dick, Sir William Reid",Male,1878.0,0
853,2645,"Dickenson, Mark",Male,1972.0,0
854,149,"Dicksee, Sir Frank",Male,1853.0,0
855,1004,"Diebenkorn, Richard",Male,1922.0,0
856,12631,"Dietman, Erik",Male,1937.0,0
857,150,"Dighton, William Edward",Male,1822.0,0
858,2666,"Dijkstra, Rineke",Female,1959.0,1
859,1005,"Dillon, Michael",Male,1941.0,0
860,1006,"Dilworth, Norman",Male,1931.0,0
861,1007,"Dimitrienko, Pierre",Male,1925.0,0
862,1008,"Dimitrijevic, Braco",Male,1948.0,0
863,1009,"Dine, Jim",Male,1935.0,0
864,1010,"Dinkel, Ernest M.",Male,1894.0,0
865,2789,"Dion, Mark",Male,1961.0,0
866,1011,"Disler, Martin",Male,1949.0,0
867,1012,"Dismorr, Jessica",Female,1885.0,1
868,6758,"Dittborn, Eugenio",Male,1943.0,0
869,1013,"Dixon, Harry",Male,1861.0,0
870,151,"Dixon, William",Male,1784.0,0
871,1014,"Dobson, Frank",Male,1888.0,0
872,153,"Dobson, William",Male,1611.0,0
873,152,"Dobson, William Charles Thomas",Male,1817.0,0
874,1015,"Dodd, Francis",Male,1874.0,0
875,1016,"Dodgson, John",Male,1890.0,0
876,1017,"Doesburg, Theo van",Male,1883.0,0
877,2732,"Doherty, Willie",Male,1959.0,0
878,2361,"Doig, Peter",Male,1959.0,0
879,1018,"Domjan, Joseph",Male,1907.0,0
880,1019,"Donagh, Rita",Female,1939.0,1
881,154,"Donaldson, Andrew Brown",Male,1840.0,0
882,1020,"Donaldson, Antony",Male,1939.0,0
883,8143,"Donnelly, Trisha",Female,1974.0,1
884,1021,"Dorazio, Piero",Male,1927.0,0
885,1022,"Dörflinger, Johannes",Male,1941.0,0
886,2589,"Doron, Itai",Male,1967.0,0
887,2208,"D'Orsay, Count Alfred",Male,1801.0,0
888,1023,"Dotremont, Christian",Male,1922.0,0
889,1024,"Dottori, Gerardo",Male,1884.0,0
890,1025,"Doubleday, John",Male,1947.0,0
891,155,"Doughty, William",Male,1757.0,0
892,156,"Douglas, Edwin",Male,1848.0,0
893,157,"Douglas, Sir William Fettes",Male,1822.0,0
894,3038,"Douglas, Stan",Male,1960.0,0
895,1026,"Dova, Gianni",Male,1925.0,0
896,158,"Downard, Ebenezer Newman",Male,1849.0,0
897,13086,"Downey, Juan",Male,1940.0,0
898,159,"Downman, John",Male,1750.0,0
899,1027,"Downsbrough, Peter",Male,1940.0,0
900,2350,"Downton, John",Male,1906.0,0
901,1028,"Doyle, John",Male,1928.0,0
902,160,"Doyle, John",Male,1797.0,0
903,2424,"Doyle, Richard",Male,1824.0,0
904,1029,"Draper, Herbert",Male,1863.0,0
905,161,"Dressler, Conrad",Male,1856.0,0
906,1030,"Drever, Timothy",Male,1935.0,0
907,17320,"Drew, Leonardo",Male,1961.0,0
908,1031,"Droungas, Achilles",Male,1940.0,0
909,8089,"Drtikol, Frantiek",Male,1883.0,0
910,1032,"Drummond, Malcolm",Male,1880.0,0
911,163,"Drury, Alfred",Male,1856.0,0
912,1033,"Drysdale, Russell",Male,1912.0,0
913,2679,"Du Bois, Simon",Male,1632.0,0
914,1034,"Dubsky, Mario",Male,1939.0,0
915,1035,"Dubuffet, Jean",Male,1901.0,0
916,1036,"Duchamp, Marcel",Male,1887.0,0
917,1037,"Duchamp-Villon, Raymond",Male,1876.0,0
918,1045,"Dufresne, Charles",Male,1876.0,0
919,1038,"Dufy, Raoul",Male,1877.0,0
920,1039,"Dugdale, Thomas",Male,1880.0,0
921,1040,"Dugger, John",Male,1948.0,0
922,12074,"Dughet, Gaspard",Male,1615.0,0
923,2407,"Dumas, Marlene",Female,1953.0,1
924,1041,"Dunbar, Evelyn",Female,1906.0,1
925,2284,"Duncombe, Susanna",Female,1725.0,1
926,2279,"Dunham, Carroll",Male,1949.0,0
927,2619,"Dunker, Balthazar Anton",Male,1746.0,0
928,1042,"Dunlop, Ronald Ossory",Male,1894.0,0
929,1043,"Dunoyer de Segonzac, André",Male,1884.0,0
930,1044,"Dunstan, Bernard",Male,1920.0,0
931,162,"Dupont, Gainsborough",Male,1754.0,0
932,9914,"Durant, Sam",Male,1961.0,0
933,11953,"Durham, Jimmie",Male,1940.0,0
934,1046,"Durrant, Jennifer",Female,1942.0,1
935,1047,"Durst, Alan L.",Male,1883.0,0
936,164,"Dyce, William",Male,1806.0,0
937,6860,"Dzama, Marcel",Male,1974.0,0
938,1048,"Dzamonja, Dusan",Male,1928.0,0
939,1049,"Eardley, Joan",Female,1921.0,1
940,16658,"Earnshaw, Anthony",Male,1924.0,0
941,165,"East, Sir Alfred",Male,1849.0,0
942,166,"Eastlake, Sir Charles Lock",Male,1793.0,0
943,3096,"Edmier, Keith",Male,1967.0,0
944,167,"Edridge, Henry",Male,1769.0,0
945,168,"Edwards, Edwin",Male,1823.0,0
946,1050,"Edwards, Jeffery",Male,1945.0,0
947,2252,"Edwards, Sylvia",Female,1937.0,1
948,169,"Egg, Augustus Leopold",Male,1816.0,0
949,170,"Egley, William Maw",Male,1826.0,0
950,1051,"Ehrlich, Georg",Male,1897.0,0
951,5239,"Eliasson, Olafur",Male,1967.0,0
952,10751,"Elkoussy, Hala",Female,1974.0,1
953,1053,"Elliott, Geoffrey",Male,1935.0,0
954,171,"Elmore, Alfred",Male,1815.0,0
955,16988,"El-Salahi, Ibrahim",Male,1930.0,0
956,8145,"Eluard, Nusch",Female,1906.0,1
957,8147,"Eluard, Paul",Male,1895.0,0
958,1054,"Elwell, Frederick W.",Male,1870.0,0
959,1055,"Elwyn, John",Male,1916.0,0
960,1056,"Emanuel, Frank L.",Male,1865.0,0
961,1057,"Emett, Rowland",Male,1906.0,0
962,1058,"Emilian, Céline",Female,1902.0,1
963,2590,"Emin, Tracey",Female,1963.0,1
964,14475,"Eneroth, Joakim",Male,1969.0,0
965,1059,"Engelbach, Florence",Female,1872.0,1
966,12112,"English, Simon",Male,1959.0,0
967,1060,"Ensor, James",Male,1860.0,0
968,13597,"Epstein, Mitch",Male,1952.0,0
969,1061,"Epstein, Sir Jacob",Male,1880.0,0
970,1062,"Erlanger, Rodolphe d'",Male,1872.0,0
971,1063,"Erma, Thomas",Male,1939.0,0
972,1064,"Ernest, John",Male,1922.0,0
973,1065,"Ernst, Max",Male,1891.0,0
974,15851,"Errazuriz, Paz",Female,1944.0,1
975,1066,Erté,Male,1892.0,0
976,12043,"Erwitt, Elliot",Male,1928.0,0
977,13676,"Eskandarfar, Samira",Female,1980.0,1
978,4831,"Espaliú, Pepe",Male,1955.0,0
979,14308,"Espinoza, Eugenio",Male,1950.0,0
980,3028,"Essenhigh, Inka",Female,1969.0,1
982,1067,"Estes, Richard",Male,1936.0,0
983,1068,"Estève, Maurice",Male,1904.0,0
984,1069,"Etchells, Frederick",Male,1886.0,0
985,7080,"Ethridge, Roe",Male,1969.0,0
986,1070,"Etrog, Sorel",Male,1933.0,0
987,172,"Etty, William",Male,1787.0,0
988,1071,"Eurich, Richard",Male,1903.0,0
989,1072,"Evans, Garth",Male,1934.0,0
990,3246,"Evans, Jason",Male,1968.0,0
991,1073,"Evans, Merlyn Oliver",Male,1910.0,0
992,2224,"Evans, Sebastian",Male,1830.0,0
993,1074,"Eves, Reginald G",Male,1876.0,0
994,12939,"Ewan, Ruth",Female,1980.0,1
995,173,"Eworth, Hans",Male,1540.0,0
996,6411,"EXPORT, VALIE",Female,1940.0,1
997,1075,"Eyton, Anthony",Male,1923.0,0
998,1076,"Fabro, Luciano",Male,1936.0,0
999,174,"Faed, Thomas",Male,1826.0,0
1000,175,"Fagan, Robert",Male,1745.0,0
1001,4773,"Fahlström, Öyvind",Male,1928.0,0
1002,2591,"Fairhurst, Angus",Male,1966.0,0
1003,1077,"Fairweather, Ian",Male,1891.0,0
1004,1078,"Falkenstein, Claire",Female,1909.0,1
1005,1079,"Fantin-Latour, Henri",Male,1836.0,0
1006,176,"Farington, Joseph",Male,1747.0,0
1007,10350,"Farmer, Geoffrey",Male,1967.0,0
1008,177,"Farquharson, David",Male,1839.0,0
1009,178,"Farquharson, Joseph",Male,1847.0,0
1010,1080,"Farreras, Francisco",Male,1927.0,0
1011,10200,"Fast, Omer",Male,1972.0,0
1012,1081,"Fautrier, Jean",Male,1898.0,0
1013,1082,"Fazzini, Pericle",Male,1913.0,0
1014,1083,"Fearon, Hilda",Female,1878.0,1
1015,1084,"Fedden, Mary",Female,1915.0,1
1016,2677,"Federle, Helmut",Male,1944.0,0
1017,1085,"Fehr, Henry C",Male,1867.0,0
1018,1086,"Feibusch, Hans",Male,1898.0,0
1019,13198,"Feiler, Jo",Female,1951.0,1
1020,1087,"Feiler, Paul",Male,1918.0,0
1021,12632,"Feldmann, Hans-Peter",Male,1941.0,0
1022,1088,"Fell, Sheila",Female,1931.0,1
1023,179,"Ferguson, William Gow",Male,1633.0,0
1024,1089,"Fergusson, J.D.",Male,1874.0,0
1025,180,"Ferneley, John, I",Male,1782.0,0
1026,181,"Ferneley, John, II",Male,1815.0,0
1027,10613,"Ferrari, León",Male,1920.0,0
1028,2310,"Ferrers, Benjamin",Male,1695.0,0
1029,6842,"Ferris, Dee",Female,1973.0,1
1030,1090,"Few, Elsie",Female,1909.0,1
1031,182,"Fielding, Anthony Vandyke Copley",Male,1787.0,0
1032,2607,"Fielding, Brian",Male,1933.0,0
1033,1091,"Fijalkowski, Stanislaw",Male,1922.0,0
1034,183,"Fildes, Sir Luke",Male,1843.0,0
1035,2425,"Finch, Francis Oliver",Male,1802.0,0
1036,2255,"Finden, William",Male,1787.0,0
1037,1092,"Fine, Lois",Female,1931.0,1
1038,5287,"Fini, Leonor",Female,1908.0,1
1039,4817,"Finn, Michael",Male,1921.0,0
1040,1094,"Finnie, John",Male,1935.0,0
1041,4745,"Finn-Kelcey, Rose",Female,1945.0,1
1042,2757,"Fischli, Peter",Male,1952.0,0
1043,1095,"Fisher, Brian",Male,1939.0,0
1044,1096,"Fisher, Joel",Male,1947.0,0
1045,184,"Fisher, Mark",Male,1841.0,0
1046,1097,"Fisher, Melton",Male,1859.0,0
1047,1098,"Fisher, Roy",Male,1930.0,0
1048,1099,"Fitton, James",Male,1899.0,0
1049,185,"Fitzgerald, John Anster",Male,1819.0,0
1050,1100,"Flanagan, Barry",Male,1941.0,0
1051,1101,"Flavin, Dan",Male,1933.0,0
1052,186,"Flaxman, John",Male,1755.0,0
1053,11826,"Fleury, Lili",Female,1964.0,1
1054,187,"Florence, Mary Sargant",Male,1857.0,0
1055,2761,"Floyer, Ceal",Female,1968.0,1
1056,188,"Foley, John Henry",Male,1818.0,0
1057,1102,"Fontana, Lucio",Male,1899.0,0
1058,1103,"Forain, Jean-Louis",Male,1852.0,0
1059,189,"Forbes, Elizabeth",Female,1859.0,1
1060,190,"Forbes, Stanhope Alexander",Male,1857.0,0
1061,1104,"Forbes, Vivian",Female,1891.0,1
1062,1105,"Forbes-Robertson, Eric",Male,1865.0,0
1063,191,"Ford, Edward Onslow",Male,1852.0,0
1064,2733,"Ford, Laura",Female,1961.0,1
1065,1106,"Ford, Mary",Female,1946.0,1
1066,2260,"Förg, Günther",Male,1952.0,0
1067,1107,"Forge, Andrew",Male,1923.0,0
1068,10692,"Forsyth, Iain",Male,1973.0,0
1069,11360,"Fosso, Samuel",Male,1962.0,0
1070,192,"Foster, Myles Birket",Male,1825.0,0
1071,2495,"Foster, William",Male,1772.0,0
1072,2772,"Fougeron, André",Male,1913.0,0
1073,9061,"Fowler, Luke",Male,1978.0,0
1074,1108,"Fox Pitt, Douglas",Male,1864.0,0
1075,3889,"Foxton, Simon",Male,1961.0,0
1076,1109,"Fraenkel, Elsa",Female,1892.0,1
1077,1110,"Frampton, Edward Reginald",Male,1872.0,0
1078,1112,"Frampton, Meredith",Male,1894.0,0
1079,1111,"Frampton, Sir George",Male,1860.0,0
1080,2565,"Francia, François Louis Thomas",Male,1772.0,0
1081,2311,"Francis, Mark",Male,1962.0,0
1082,1113,"Francis, Sam",Male,1923.0,0
1083,5275,"Frank, Robert",Male,1924.0,0
1084,1114,"Frankenthaler, Helen",Female,1928.0,1
1085,193,"Fraser, Alexander",Male,1786.0,0
1086,9439,"Fraser, Andrea",Female,1965.0,1
1087,1115,"Fraser, Claud Lovat",Male,1890.0,0
1088,1116,"Freedman, Barnett",Male,1901.0,0
1089,2712,"Freedman, Carl",Male,1965.0,0
1090,1117,"Freiles, Antonio",Male,1943.0,0
1091,1118,"Frélaut, Jean",Male,1879.0,0 
1094,1119,"Frenkel, Vera",Female,1938.0,1
1095,1120,"Freud, Lucian",Male,1922.0,0
1096,1121,"Friedenson, Arthur",Male,1872.0,0
1097,5293,"Friedlander, Lee",Male,1934.0,0
1098,1122,"Friend, Ian",Male,1951.0,0
1099,1123,"Friesz, Othon",Male,1879.0,0
1100,1124,"Frink, Dame Elisabeth",Female,1930.0,1
1101,2426,"Fripp, Alfred Downing",Male,1822.0,0
1102,2427,"Fripp, George Arthur",Male,1813.0,0
1103,194,"Frith, William Powell",Male,1819.0,0
1104,2388,"Frize, Bernard",Male,1949.0,0
1105,1125,"Frohner, Adolf",Male,1934.0,0
1106,1126,"Frost, Sir Terry",Male,1915.0,0
1107,195,"Frost, William Edward",Male,1810.0,0
1108,1127,"Froy, Martin",Male,1926.0,0
1109,1128,"Fry, Anthony",Male,1927.0,0
1110,1129,"Fry, Roger",Male,1866.0,0
1111,2265,"Frye, Thomas",Male,1710.0,0
1112,1130,"Fuchs, Emil",Male,1866.0,0
